Beer [beerMoving=RegularBeerMovingStrategy [posY=-48.0], beerScoring=BigBeerScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=2], beerSizing=BigBeerSizingStrategy [WIDTH=5, HEIGHT=15]]Player [playerName=null, gameScore=0, alcoholLevel=0, xMove=-3.5, getGameScore()=0, getAlcoholLevel()=0, getPosX()=613.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=81.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=120.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=84.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=116.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=88.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=113.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=91.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=109.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=95.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=106.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=98.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=102.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=102.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=99.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=105.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=95.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=109.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=92.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=112.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=88.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=116.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=85.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=119.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=81.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=123.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=78.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=126.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=74.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=130.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=71.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=133.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=67.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=137.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=64.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=140.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=60.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=144.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=57.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=147.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=53.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=151.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=50.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=154.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=46.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=158.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=43.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=161.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=39.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=165.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=36.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=168.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=32.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=172.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=29.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=175.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=25.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=179.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=22.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=182.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=18.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=186.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=15.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=189.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=11.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=193.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=8.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=196.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=4.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=200.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=-3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=1.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=203.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=-2.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=207.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=1.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=210.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=4.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=214.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=8.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=217.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=11.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=221.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=15.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=224.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=18.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=228.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=22.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=231.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=25.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=235.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=29.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=238.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=32.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=242.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=36.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=245.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=39.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=249.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=43.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=252.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=46.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=256.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=50.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=259.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=53.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=263.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=57.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=266.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=60.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=270.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=64.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=273.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=67.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=277.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=71.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=280.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=74.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=284.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=78.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=287.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=81.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=291.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=85.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=294.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=88.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=298.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=92.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=301.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=95.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=305.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=99.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=308.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=102.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=312.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=106.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=315.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=109.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=319.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=30, alcoholLevel=19, xMove=3.5, getGameScore()=30, getAlcoholLevel()=19, getPosX()=113.0]
